Unnamed: 0,task_types,graph_url,item_ids,graph_types,question,graph_types_ctl,task_types_ctl,test_name,open_answer,prop_correct,controlled
185,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_186,barchart,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,Bar chart,determine_range,HOLF,open-answer,0.0,1
186,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,HOLF_187,barchart,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,Bar chart,determine_range,HOLF,open-answer,0.2,1
187,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,HOLF_188,barchart,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,Bar chart,determine_range,HOLF,open-answer,0.0,1
188,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderalph_colorgrey20.png,HOLF_189,barchart,"On average, how long does it take women from DC to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
189,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,HOLF_190,barchart,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",Bar chart,make_comparisons,HOLF,open-answer,0.5555555555555556,1
190,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,HOLF_191,barchart,"On average, how much further do airlines travel when departing from Newark compared to JFK?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
191,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,HOLF_192,barchart,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",Bar chart,determine_range,HOLF,open-answer,0.125,1
192,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderalph_colorgrey20.png,HOLF_193,barchart,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",Bar chart,determine_range,HOLF,open-answer,0.5,1
193,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_194,barchart,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",Bar chart,determine_range,HOLF,open-answer,0.0,1
194,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderalph_colorgrey20.png,HOLF_195,barchart,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",Bar chart,determine_range,HOLF,open-answer,0.125,1
195,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,HOLF_196,barchart,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",Bar chart,determine_range,HOLF,open-answer,0.0,1
196,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderalph_colorgrey20.png,HOLF_197,barchart,"On average, what is the education level of people who report being pretty happy?",Bar chart,retrieve_value,HOLF,open-answer,0.5555555555555556,1
197,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderalph_colorgrey20.png,HOLF_198,barchart,"Within small classrooms, how much higher are reading scores between the grade with the highest score compared to the grade with the lowest score?",Bar chart,determine_range,HOLF,open-answer,0.75,1
198,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,HOLF_199,barchart,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",Bar chart,make_comparisons,HOLF,open-answer,0.375,1
199,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,HOLF_200,barchart,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.7777777777777778,1
200,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_201,barchart,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
201,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,HOLF_202,barchart,"On average, what is injury severity level of drivers?",Bar chart,retrieve_value,HOLF,open-answer,0.5,1
202,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,HOLF_203,barchart,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.5555555555555556,1
203,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,HOLF_204,barchart,"On average, how many miles per hour was Emily when categorized as a hurricane?",Bar chart,retrieve_value,HOLF,open-answer,0.7777777777777778,1
204,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,HOLF_205,barchart,How many miles per hour faster was the fastest storm compared to the slowest storm?,Bar chart,determine_range,HOLF,open-answer,0.0,1
205,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,HOLF_206,barchart,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.5555555555555556,1
206,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_207,barchart,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
207,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,HOLF_208,barchart,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",Bar chart,make_comparisons,HOLF,open-answer,0.375,1
208,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,HOLF_209,barchart,How many miles per hour faster was the fastest storm compared to the slowest storm?,Bar chart,determine_range,HOLF,open-answer,0.0,1
209,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,HOLF_210,barchart,"On average, how many miles per hour are storms categorized as tropical storms?",Bar chart,retrieve_value,HOLF,open-answer,0.4,1
210,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,HOLF_211,barchart,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",Bar chart,make_comparisons,HOLF,open-answer,0.2222222222222222,1
211,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_212,barchart,"On average, what was the injury severity level of drivers in the 1990s?",Bar chart,retrieve_value,HOLF,open-answer,0.625,1
212,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_213,barchart,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,Bar chart,determine_range,HOLF,open-answer,0.1111111111111111,1
213,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,HOLF_214,barchart,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
214,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_215,barchart,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
215,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_216,barchart,"On average, how many miles per hour are storms categorized as tropical storms?",Bar chart,retrieve_value,HOLF,open-answer,0.375,1
216,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderalph_colorgrey20.png,HOLF_217,barchart,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
217,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,HOLF_218,barchart,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.4,1
218,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_219,barchart,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.3,1
219,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderalph_colorgrey20.png,HOLF_220,barchart,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",Bar chart,make_comparisons,HOLF,open-answer,0.5555555555555556,1
220,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_221,barchart,"On average, what is injury severity level of drivers?",Bar chart,retrieve_value,HOLF,open-answer,1.0,1
221,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderalph_colorgrey20.png,HOLF_222,barchart,"On average, what is the reading score of students who are in regular-sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.9,1
222,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_223,barchart,How much higher are reading scores between the grade with the highest scores compared to the grade with the lowest score?,Bar chart,determine_range,HOLF,open-answer,0.0,1
223,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_224,barchart,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",Bar chart,make_comparisons,HOLF,open-answer,0.5,1
224,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_225,barchart,How many more orders of pizzas are made between the pizza type with the most orders compared to the type with the lowest orders? ,Bar chart,determine_range,HOLF,open-answer,0.0,1
225,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_226,barchart,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
226,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_227,barchart,"On average, what is the reading score of students who are in regular-sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.625,1
227,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,HOLF_228,barchart,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",Bar chart,determine_range,HOLF,open-answer,0.125,1
228,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,HOLF_229,barchart,"On average, what was the injury severity level of drivers in the 1990s?",Bar chart,retrieve_value,HOLF,open-answer,0.7777777777777778,1
229,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderalph_colorgrey20.png,HOLF_230,barchart,"On average, what is the reading score of students who are in regular-sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.7777777777777778,1
230,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,HOLF_231,barchart,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
231,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,HOLF_232,barchart,"On average, what is the reading score of students who are in regular-sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.4,1
232,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderalph_colorgrey20.png,HOLF_233,barchart,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
233,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_234,barchart,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
234,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_235,barchart,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,Bar chart,determine_range,HOLF,open-answer,0.0,1
235,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,HOLF_236,barchart,"On average, how long does it take women to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
236,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_237,barchart,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",Bar chart,determine_range,HOLF,open-answer,0.0,1
237,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderalph_colorgrey20.png,HOLF_238,barchart,"On average, what is the education level of people who report being pretty happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8,1
238,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_239,barchart,"On average, what is the rating of Action movies?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
239,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderalph_colorgrey20.png,HOLF_240,barchart,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
240,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderalph_colorgrey20.png,HOLF_241,barchart,"On average, what is the rating of Action movies?",Bar chart,retrieve_value,HOLF,open-answer,0.75,1
241,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facethappy_reorderalph_colorgrey20.png,HOLF_242,barchart,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,Bar chart,determine_range,HOLF,open-answer,0.0,1
242,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,HOLF_243,barchart,How much higher are ratings of movies from the decade with the highest ratings compared to the decade with the lowest ratings?,Bar chart,determine_range,HOLF,open-answer,0.0,1
243,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,HOLF_244,barchart,"Within people who report being very happy, how much higher are education levels between the region with the highest education level compared to the region with the lowest education level? ",Bar chart,determine_range,HOLF,open-answer,0.3,1
244,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,HOLF_245,barchart,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",Bar chart,determine_range,HOLF,open-answer,0.375,1
245,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderalph_colorgrey20.png,HOLF_246,barchart,"On average, how much higher is the education level of people who report being very happy compared to people who report being unhappy? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
246,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_247,barchart,"On average, how much higher is the education level of people living in the South who report being unhappy compared to those who report being very happy? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
247,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_248,barchart,"Within people who report being very happy, how much higher are education levels between the region with the highest education level compared to the region with the lowest education level? ",Bar chart,determine_range,HOLF,open-answer,0.125,1
248,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_249,barchart,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
249,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_250,barchart,"On average, what is the education level of people who report being pretty happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
250,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderalph_colorgrey20.png,HOLF_251,barchart,"On average, how much higher are the injury severity levels of drivers compared to backseat passengers in the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
251,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderalph_colorgrey20.png,HOLF_252,barchart,How many more orders of pizzas are made between the pizza type with the most orders compared to the type with the lowest orders? ,Bar chart,determine_range,HOLF,open-answer,0.3,1
252,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderalph_colorgrey20.png,HOLF_253,barchart,"On average, how many orders of large pepperoni pizzas are made?",Bar chart,retrieve_value,HOLF,open-answer,0.7,1
253,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_254,barchart,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",Bar chart,determine_range,HOLF,open-answer,0.0,1
254,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_255,barchart,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
255,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facethappy_reorderalph_colorgrey20.png,HOLF_256,barchart,"On average, what is the education level of people living on the West Coast who report being very happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8,1
256,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderalph_colorgrey20.png,HOLF_257,barchart,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
257,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderalph_colorgrey20.png,HOLF_258,barchart,"On average, what is the rating of Action movies?",Bar chart,retrieve_value,HOLF,open-answer,0.16666666666666666,1
258,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderalph_colorgrey20.png,HOLF_259,barchart,"On average, how much higher is the education level of people who report being very happy compared to people who report being unhappy? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
259,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderalph_colorgrey20.png,HOLF_260,barchart,"On average, how much higher is the education level of people living in the South who report being unhappy compared to those who report being very happy? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
260,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_261,barchart,"On average, what is the education level of people living on the West Coast who report being very happy?",Bar chart,retrieve_value,HOLF,open-answer,0.5555555555555556,1
261,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_262,barchart,"On average, what is the education level of people who report being pretty happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
262,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_263,barchart,"Within people who report being very happy, how much higher are education levels between the region with the highest education level compared to the region with the lowest education level? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
263,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderalph_colorgrey20.png,HOLF_264,barchart,How much higher are ratings of movies from the decade with the highest ratings compared to the decade with the lowest ratings?,Bar chart,determine_range,HOLF,open-answer,0.0,1
264,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderalph_colorgrey20.png,HOLF_265,barchart,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.125,1
265,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderalph_colorgrey20.png,HOLF_266,barchart,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,Bar chart,determine_range,HOLF,open-answer,0.0,1
266,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,HOLF_267,barchart,How much higher are ratings of movies from the decade with the highest ratings compared to the decade with the lowest ratings?,Bar chart,determine_range,HOLF,open-answer,0.0,1
267,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,HOLF_268,barchart,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.4,1
268,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,HOLF_269,barchart,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
269,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,HOLF_270,barchart,"On average, what is the rating of Action movies?",Bar chart,retrieve_value,HOLF,open-answer,0.5,1
270,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,HOLF_271,barchart,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
271,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderalph_colorgrey20.png,HOLF_272,barchart,How much higher are ratings of movies from the decade with the highest ratings compared to the decade with the lowest ratings?,Bar chart,determine_range,HOLF,open-answer,0.2222222222222222,1
272,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderalph_colorgrey20.png,HOLF_273,barchart,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
273,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_274,barchart,"On average, how many more orders are made of large pizzas compared to small pizzas?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
274,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderalph_colorgrey20.png,HOLF_275,barchart,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",Bar chart,determine_range,HOLF,open-answer,0.0,1
275,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderalph_colorgrey20.png,HOLF_276,barchart,"On average, how many more orders are made of large pizzas compared to small pizzas?",Bar chart,make_comparisons,HOLF,open-answer,0.125,1
